"","X2","X.1","Entry","X","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"449","lcl|NW_011934589.1_cds_XP_011439663.1_180",480,"Q9QXL2",69,"KI21A_MOUSE","reviewed","Kinesin-like protein KIF21A","Kif21a Kiaa1708","Mus musculus (Mouse)",1672,"TISSUE SPECIFICITY: Widely expressed, with highest expression in brain. {ECO:0000269|PubMed:10225949}.","","","LOC105336357"
"450","lcl|NW_011934589.1_cds_XP_011439663.1_180",478,"Q9QXL2",69,"KI21A_MOUSE","reviewed","Kinesin-like protein KIF21A","Kif21a Kiaa1708","Mus musculus (Mouse)",1672,"TISSUE SPECIFICITY: Widely expressed, with highest expression in brain. {ECO:0000269|PubMed:10225949}.","","","LOC105336357"
"451","lcl|NW_011934589.1_cds_XP_011439739.1_181",483,"Q9QXL2",69,"KI21A_MOUSE","reviewed","Kinesin-like protein KIF21A","Kif21a Kiaa1708","Mus musculus (Mouse)",1672,"TISSUE SPECIFICITY: Widely expressed, with highest expression in brain. {ECO:0000269|PubMed:10225949}.","","","LOC105336357"
"452","lcl|NW_011934589.1_cds_XP_011439739.1_181",481,"Q9QXL2",69,"KI21A_MOUSE","reviewed","Kinesin-like protein KIF21A","Kif21a Kiaa1708","Mus musculus (Mouse)",1672,"TISSUE SPECIFICITY: Widely expressed, with highest expression in brain. {ECO:0000269|PubMed:10225949}.","","","LOC105336357"
"453","lcl|NW_011934589.1_cds_XP_011439739.1_181",482,"Q9QXL2",69,"KI21A_MOUSE","reviewed","Kinesin-like protein KIF21A","Kif21a Kiaa1708","Mus musculus (Mouse)",1672,"TISSUE SPECIFICITY: Widely expressed, with highest expression in brain. {ECO:0000269|PubMed:10225949}.","","","LOC105336357"
"454","lcl|NW_011934589.1_cds_XP_011440322.1_194",355,"Q80YV2",70,"NIPA_MOUSE","reviewed","Nuclear-interacting partner of ALK (Nuclear-interacting partner of anaplastic lymphoma kinase) (mNIPA) (Zinc finger C3HC-type protein 1)","Zc3hc1 Nipa","Mus musculus (Mouse)",501,"","","","LOC105337309"
"455","lcl|NW_011934589.1_cds_XP_011440509.1_195",303,"Q5ZEQ8",71,"FJX1_XIPMA","reviewed","Four-jointed box protein 1 (Four-jointed protein homolog)","fjx1","Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)",427,"","","","LOC105337449"
"456","lcl|NW_011934589.1_cds_XP_011440625.1_196",298,"Q5RBM1",72,"RPN2_PONAB","reviewed","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)","RPN2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",631,"","","","LOC105337540"
"457","lcl|NW_011934589.1_cds_XP_011441056.1_199",20,"B3EWZ3",73,"CADN_ACRMI","reviewed","Coadhesin (Fragment)","","Acropora millepora (Staghorn coral) (Heteropora millepora)",1675,"TISSUE SPECIFICITY: Component of the acid-insoluble and acid-soluble organic matrix of the aragonitic skeleton (at protein level). {ECO:0000269|PubMed:23765379}.","","","LOC105337817"
"458","lcl|NW_011934589.1_cds_XP_011441056.1_199",19,"B3EWZ3",73,"CADN_ACRMI","reviewed","Coadhesin (Fragment)","","Acropora millepora (Staghorn coral) (Heteropora millepora)",1675,"TISSUE SPECIFICITY: Component of the acid-insoluble and acid-soluble organic matrix of the aragonitic skeleton (at protein level). {ECO:0000269|PubMed:23765379}.","","","LOC105337817"
"459","lcl|NW_011934589.1_cds_XP_011441056.1_199",22,"B3EWZ3",73,"CADN_ACRMI","reviewed","Coadhesin (Fragment)","","Acropora millepora (Staghorn coral) (Heteropora millepora)",1675,"TISSUE SPECIFICITY: Component of the acid-insoluble and acid-soluble organic matrix of the aragonitic skeleton (at protein level). {ECO:0000269|PubMed:23765379}.","","","LOC105337817"
"460","lcl|NW_011934589.1_cds_XP_011441056.1_199",21,"B3EWZ3",73,"CADN_ACRMI","reviewed","Coadhesin (Fragment)","","Acropora millepora (Staghorn coral) (Heteropora millepora)",1675,"TISSUE SPECIFICITY: Component of the acid-insoluble and acid-soluble organic matrix of the aragonitic skeleton (at protein level). {ECO:0000269|PubMed:23765379}.","","","LOC105337817"
"461","lcl|NW_011934589.1_cds_XP_011441056.1_199",23,"B3EWZ3",73,"CADN_ACRMI","reviewed","Coadhesin (Fragment)","","Acropora millepora (Staghorn coral) (Heteropora millepora)",1675,"TISSUE SPECIFICITY: Component of the acid-insoluble and acid-soluble organic matrix of the aragonitic skeleton (at protein level). {ECO:0000269|PubMed:23765379}.","","","LOC105337817"
"462","lcl|NW_011934589.1_cds_XP_011441056.1_199",24,"B3EWZ3",73,"CADN_ACRMI","reviewed","Coadhesin (Fragment)","","Acropora millepora (Staghorn coral) (Heteropora millepora)",1675,"TISSUE SPECIFICITY: Component of the acid-insoluble and acid-soluble organic matrix of the aragonitic skeleton (at protein level). {ECO:0000269|PubMed:23765379}.","","","LOC105337817"
"463","lcl|NW_011934589.1_cds_XP_011441284.1_201",35,"F1MBP6",74,"KLHL3_BOVIN","reviewed","Kelch-like protein 3","KLHL3","Bos taurus (Bovine)",587,"","","","LOC105337987"
"464","lcl|NW_011934591.1_cds_XP_011441732.1_203",434,"Q9H0H0",75,"INT2_HUMAN","reviewed","Integrator complex subunit 2 (Int2)","INTS2 KIAA1287","Homo sapiens (Human)",1204,"","","","LOC105338331"
"465","lcl|NW_011934591.1_cds_XP_011441856.1_204",258,"Q28FE2",76,"MED31_XENTR","reviewed","Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31) (Mediator complex subunit soh1)","med31 soh1 TEgg024a05.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",128,"","","","LOC105338405"
"466","lcl|NW_011934591.1_cds_XP_011442237.1_207",356,"Q8AXX2",77,"TBX1_DANRE","reviewed","T-box transcription factor TBX1 (T-box protein 1)","tbx1 zgc:136724","Danio rerio (Zebrafish) (Brachydanio rerio)",460,"TISSUE SPECIFICITY: Expressed in the ear and mesendodermal components of pharyngeal arches. {ECO:0000269|PubMed:12952905}.","","DEVELOPMENTAL STAGE: Expression first detected at 5.0 hours post fertilization (hpf) in the dorsal blastoderm margin. Through the stage of embryonic shield formation, expression is restricted to the hypoblast, in the region of cells fated to become head and lateral plate mesoderm and pharyngeal endoderm. At 18 hpf, when the heart tube is beginning to assemble, three domains of expression can be seen: cardiac precursors, pharyngeal arch precursors and otic vesicle. These three domains remain the sites of expression to varying degrees through at least 72 hpf. By 51 hpf, expression can be seen in the cardiac outflow tract, the ventricle and the atrium, although by 72 hpf cardiac expression is strongest in the cardiac outflow tract. {ECO:0000269|PubMed:12972000}.","LOC105338679"
"467","lcl|NW_011934591.1_cds_XP_011442354.1_209",96,"P22059",78,"OSBP1_HUMAN","reviewed","Oxysterol-binding protein 1","OSBP OSBP1","Homo sapiens (Human)",807,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:11278871}.","","","LOC105338760"
"468","lcl|NW_011934591.1_cds_XP_011442434.1_208",95,"P22059",78,"OSBP1_HUMAN","reviewed","Oxysterol-binding protein 1","OSBP OSBP1","Homo sapiens (Human)",807,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:11278871}.","","","LOC105338760"
"469","lcl|NW_011934591.1_cds_XP_011442942.1_213",447,"Q9JMB7",79,"PIWL1_MOUSE","reviewed","Piwi-like protein 1 (EC 3.1.26.-)","Piwil1 Miwi","Mus musculus (Mouse)",862,"TISSUE SPECIFICITY: Expressed in brain. Expressed in testis, specifically in spermatocytes (at protein level). Only detected in germ lineage cells of adult testis. Expressed in male gonads 2 weeks after birth at the initiation of spermatogenesis, but not expressed in female gonads. {ECO:0000269|PubMed:11578866, ECO:0000269|PubMed:12062093, ECO:0000269|PubMed:19377467, ECO:0000269|PubMed:19926723}.","INDUCTION: Expression is activated by MYBL1/A-MYB. {ECO:0000269|PubMed:23523368}.","","LOC105339049"
"470","lcl|NW_011934591.1_cds_XP_019926848.1_202",433,"Q9H0H0",75,"INT2_HUMAN","reviewed","Integrator complex subunit 2 (Int2)","INTS2 KIAA1287","Homo sapiens (Human)",1204,"","","","LOC105338331"
"471","lcl|NW_011934591.1_cds_XP_019927106.1_211",445,"Q9JMB7",79,"PIWL1_MOUSE","reviewed","Piwi-like protein 1 (EC 3.1.26.-)","Piwil1 Miwi","Mus musculus (Mouse)",862,"TISSUE SPECIFICITY: Expressed in brain. Expressed in testis, specifically in spermatocytes (at protein level). Only detected in germ lineage cells of adult testis. Expressed in male gonads 2 weeks after birth at the initiation of spermatogenesis, but not expressed in female gonads. {ECO:0000269|PubMed:11578866, ECO:0000269|PubMed:12062093, ECO:0000269|PubMed:19377467, ECO:0000269|PubMed:19926723}.","INDUCTION: Expression is activated by MYBL1/A-MYB. {ECO:0000269|PubMed:23523368}.","","LOC105339049"
"472","lcl|NW_011934591.1_cds_XP_019927152.1_212",446,"Q9JMB7",79,"PIWL1_MOUSE","reviewed","Piwi-like protein 1 (EC 3.1.26.-)","Piwil1 Miwi","Mus musculus (Mouse)",862,"TISSUE SPECIFICITY: Expressed in brain. Expressed in testis, specifically in spermatocytes (at protein level). Only detected in germ lineage cells of adult testis. Expressed in male gonads 2 weeks after birth at the initiation of spermatogenesis, but not expressed in female gonads. {ECO:0000269|PubMed:11578866, ECO:0000269|PubMed:12062093, ECO:0000269|PubMed:19377467, ECO:0000269|PubMed:19926723}.","INDUCTION: Expression is activated by MYBL1/A-MYB. {ECO:0000269|PubMed:23523368}.","","LOC105339049"
"473","lcl|NW_011934592.1_cds_XP_011443129.1_214",507,"Q9UGP8",80,"SEC63_HUMAN","reviewed","Translocation protein SEC63 homolog","SEC63 SEC63L","Homo sapiens (Human)",760,"TISSUE SPECIFICITY: Widely expressed, with high levels in the liver. {ECO:0000269|PubMed:15133510}.","","","LOC105339311"
"474","lcl|NW_011934594.1_cds_XP_011443354.1_216",334,"Q66IZ5",81,"TAD3B_XENLA","reviewed","Transcriptional adapter 3-B (ADA3 homolog B) (Transcriptional adapter 3-like B) (ADA3-like protein B)","tada3-b ada3-b tada3l-b","Xenopus laevis (African clawed frog)",432,"","","","LOC105339453"
"475","lcl|NW_011934594.1_cds_XP_011443455.1_217",283,"Q5KR61",82,"PIGV_RAT","reviewed","GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Phosphatidylinositol-glycan biosynthesis class V protein) (PIG-V)","Pigv","Rattus norvegicus (Rat)",492,"","","","LOC105339541"
"476","lcl|NW_011934594.1_cds_XP_011443535.1_218",284,"Q5KR61",82,"PIGV_RAT","reviewed","GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Phosphatidylinositol-glycan biosynthesis class V protein) (PIG-V)","Pigv","Rattus norvegicus (Rat)",492,"","","","LOC105339541"
"477","lcl|NW_011934594.1_cds_XP_011443785.1_219",306,"Q5ZLY5",83,"PKHF2_CHICK","reviewed","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","PLEKHF2 RCJMB04_4g10","Gallus gallus (Chicken)",249,"","","","LOC105339741"
"478","lcl|NW_011934594.1_cds_XP_011443864.1_221",61,"O76902",84,"PKHF1_DROME","reviewed","Pleckstrin homology domain-containing family F member 1 homolog (PH domain-containing family F member 1 homolog) (Protein rush hour)","rush EG:80H7.5 CG14782","Drosophila melanogaster (Fruit fly)",316,"TISSUE SPECIFICITY: In ovaries, expressed both in the germ line cells and in the overlying somatic follicular epithelium. {ECO:0000269|PubMed:22160599}.","","","LOC105339741"
"479","lcl|NW_011934594.1_cds_XP_011443946.1_220",307,"Q5ZLY5",83,"PKHF2_CHICK","reviewed","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","PLEKHF2 RCJMB04_4g10","Gallus gallus (Chicken)",249,"","","","LOC105339741"
"480","lcl|NW_011934594.1_cds_XP_011444013.1_222",308,"Q5ZLY5",83,"PKHF2_CHICK","reviewed","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","PLEKHF2 RCJMB04_4g10","Gallus gallus (Chicken)",249,"","","","LOC105339741"
"481","lcl|NW_011934594.1_cds_XP_011444203.1_223",402,"Q8WQI5",85,"RS8_SPOFR","reviewed","40S ribosomal protein S8","RpS8","Spodoptera frugiperda (Fall armyworm)",208,"","","","LOC105340032"
"482","lcl|NW_011934594.1_cds_XP_011444334.1_225",225,"Q13188",86,"STK3_HUMAN","reviewed","Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]","STK3 KRS1 MST2","Homo sapiens (Human)",491,"TISSUE SPECIFICITY: Expressed at high levels in adult kidney, skeletal and placenta tissues and at very low levels in adult heart, lung and brain tissues. {ECO:0000269|PubMed:8566796}.","INDUCTION: Activity increases during mitosis. {ECO:0000269|PubMed:18328708}.","","LOC105340117"
"483","lcl|NW_011934594.1_cds_XP_011444411.1_226",226,"Q13188",86,"STK3_HUMAN","reviewed","Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]","STK3 KRS1 MST2","Homo sapiens (Human)",491,"TISSUE SPECIFICITY: Expressed at high levels in adult kidney, skeletal and placenta tissues and at very low levels in adult heart, lung and brain tissues. {ECO:0000269|PubMed:8566796}.","INDUCTION: Activity increases during mitosis. {ECO:0000269|PubMed:18328708}.","","LOC105340117"
"484","lcl|NW_011934594.1_cds_XP_011444489.1_224",224,"Q13188",86,"STK3_HUMAN","reviewed","Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]","STK3 KRS1 MST2","Homo sapiens (Human)",491,"TISSUE SPECIFICITY: Expressed at high levels in adult kidney, skeletal and placenta tissues and at very low levels in adult heart, lung and brain tissues. {ECO:0000269|PubMed:8566796}.","INDUCTION: Activity increases during mitosis. {ECO:0000269|PubMed:18328708}.","","LOC105340117"
"485","lcl|NW_011934594.1_cds_XP_011444553.1_227",227,"Q13188",86,"STK3_HUMAN","reviewed","Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]","STK3 KRS1 MST2","Homo sapiens (Human)",491,"TISSUE SPECIFICITY: Expressed at high levels in adult kidney, skeletal and placenta tissues and at very low levels in adult heart, lung and brain tissues. {ECO:0000269|PubMed:8566796}.","INDUCTION: Activity increases during mitosis. {ECO:0000269|PubMed:18328708}.","","LOC105340117"
"486","lcl|NW_011934594.1_cds_XP_011444680.1_228",436,"Q9JJ05",87,"C1GLT_RAT","reviewed","Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)","C1galt1","Rattus norvegicus (Rat)",363,"","","","LOC105340337"
"487","lcl|NW_011934594.1_cds_XP_011444795.1_230",150,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"488","lcl|NW_011934594.1_cds_XP_011444795.1_230",151,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"489","lcl|NW_011934594.1_cds_XP_011444795.1_230",144,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"490","lcl|NW_011934594.1_cds_XP_011444795.1_230",149,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"491","lcl|NW_011934594.1_cds_XP_011444795.1_230",148,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"492","lcl|NW_011934594.1_cds_XP_011444795.1_230",145,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"493","lcl|NW_011934594.1_cds_XP_011444795.1_230",146,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"494","lcl|NW_011934594.1_cds_XP_011444795.1_230",147,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"495","lcl|NW_011934594.1_cds_XP_011444966.1_231",155,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"496","lcl|NW_011934594.1_cds_XP_011444966.1_231",157,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"497","lcl|NW_011934594.1_cds_XP_011444966.1_231",154,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"498","lcl|NW_011934594.1_cds_XP_011444966.1_231",158,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"499","lcl|NW_011934594.1_cds_XP_011444966.1_231",153,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"500","lcl|NW_011934594.1_cds_XP_011444966.1_231",159,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"501","lcl|NW_011934594.1_cds_XP_011444966.1_231",156,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"502","lcl|NW_011934594.1_cds_XP_011444966.1_231",152,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"503","lcl|NW_011934594.1_cds_XP_011445038.1_229",141,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"504","lcl|NW_011934594.1_cds_XP_011445038.1_229",143,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"505","lcl|NW_011934594.1_cds_XP_011445038.1_229",137,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"506","lcl|NW_011934594.1_cds_XP_011445038.1_229",139,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"507","lcl|NW_011934594.1_cds_XP_011445038.1_229",142,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"508","lcl|NW_011934594.1_cds_XP_011445038.1_229",140,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"509","lcl|NW_011934594.1_cds_XP_011445038.1_229",136,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"510","lcl|NW_011934594.1_cds_XP_011445038.1_229",138,"P58317",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","","","LOC105340423"
"511","lcl|NW_011934594.1_cds_XP_011445262.1_233",408,"Q96RT8",89,"GCP5_HUMAN","reviewed","Gamma-tubulin complex component 5 (GCP-5)","TUBGCP5 GCP5 KIAA1899","Homo sapiens (Human)",1024,"TISSUE SPECIFICITY: Widely expressed, with highest levels in heart and skeletal muscle and moderate levels in brain. {ECO:0000269|PubMed:14508708}.","","","LOC105340738"
"512","lcl|NW_011934594.1_cds_XP_011445336.1_234",409,"Q96RT8",89,"GCP5_HUMAN","reviewed","Gamma-tubulin complex component 5 (GCP-5)","TUBGCP5 GCP5 KIAA1899","Homo sapiens (Human)",1024,"TISSUE SPECIFICITY: Widely expressed, with highest levels in heart and skeletal muscle and moderate levels in brain. {ECO:0000269|PubMed:14508708}.","","","LOC105340738"
"513","lcl|NW_011934595.1_cds_XP_011446775.1_249",128,"P50430",90,"ARSB_RAT","reviewed","Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)","Arsb","Rattus norvegicus (Rat)",528,"","","","LOC105341749"
"514","lcl|NW_011934598.1_cds_XP_011447601.1_256",407,"Q96MU7",91,"YTDC1_HUMAN","reviewed","YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)","YTHDC1 KIAA1966 YT521","Homo sapiens (Human)",727,"","","","LOC105342344"
"515","lcl|NW_011934598.1_cds_XP_011447718.1_259",401,"Q8R000",92,"OSTA_MOUSE","reviewed","Organic solute transporter subunit alpha (OST-alpha) (Solute carrier family 51 subunit alpha)","Slc51a Osta","Mus musculus (Mouse)",340,"TISSUE SPECIFICITY: Present at high levels in ileum. In ileum, it is restricted to the apical domain on the mature villus enterocytes with little detectable expression in the goblet cells or crypt enterocytes (at protein level). Expressed in kidney but not in heart, brain, liver, spleen, embryo, lung, thymus, ovary nor testis. {ECO:0000269|PubMed:15563450, ECO:0000269|PubMed:16317684}.","INDUCTION: Positively regulated via the bile acid-activated nuclear receptor farnesoid X receptor (NR1H4/FXR). Up-regulated in mice lacking Mrp4, but it is unable to compensate for the absence of Mrp4. {ECO:0000269|PubMed:16357058, ECO:0000269|PubMed:16628672}.","","LOC105342432"
"516","lcl|NW_011934598.1_cds_XP_011447872.1_258",400,"Q8R000",92,"OSTA_MOUSE","reviewed","Organic solute transporter subunit alpha (OST-alpha) (Solute carrier family 51 subunit alpha)","Slc51a Osta","Mus musculus (Mouse)",340,"TISSUE SPECIFICITY: Present at high levels in ileum. In ileum, it is restricted to the apical domain on the mature villus enterocytes with little detectable expression in the goblet cells or crypt enterocytes (at protein level). Expressed in kidney but not in heart, brain, liver, spleen, embryo, lung, thymus, ovary nor testis. {ECO:0000269|PubMed:15563450, ECO:0000269|PubMed:16317684}.","INDUCTION: Positively regulated via the bile acid-activated nuclear receptor farnesoid X receptor (NR1H4/FXR). Up-regulated in mice lacking Mrp4, but it is unable to compensate for the absence of Mrp4. {ECO:0000269|PubMed:16357058, ECO:0000269|PubMed:16628672}.","","LOC105342432"
"517","lcl|NW_011934598.1_cds_XP_011448074.1_261",423,"Q9BT81",93,"SOX7_HUMAN","reviewed","Transcription factor SOX-7","SOX7","Homo sapiens (Human)",388,"TISSUE SPECIFICITY: Widely expressed in adult and fetal tissues. Present both in mesenchymal and epithelial cells in some adult tissues, including colon. Tends to be down-regulated in prostate adenocarcinomas and colorectal tumors due to promoter hypermethylation. {ECO:0000269|PubMed:11691915, ECO:0000269|PubMed:18819930}.","","DEVELOPMENTAL STAGE: In 8 week-old embryo, expressed in brain, tongue, heart, liver, lung and vertebrae. {ECO:0000269|PubMed:11691915}.","LOC105342716"
"518","lcl|NW_011934598.1_cds_XP_011448182.1_262",422,"Q9BHM6",94,"OCDH_PECMA","reviewed","Octopine dehydrogenase (OcDH) (EC 1.5.1.11)","odh1","Pecten maximus (King scallop) (Pilgrim's clam)",399,"","","","LOC105342796"
"519","lcl|NW_011934598.1_cds_XP_011448414.1_255",406,"Q96MU7",91,"YTDC1_HUMAN","reviewed","YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)","YTHDC1 KIAA1966 YT521","Homo sapiens (Human)",727,"","","","LOC105342945"
"520","lcl|NW_011934598.1_cds_XP_019928314.1_257",399,"Q8R000",92,"OSTA_MOUSE","reviewed","Organic solute transporter subunit alpha (OST-alpha) (Solute carrier family 51 subunit alpha)","Slc51a Osta","Mus musculus (Mouse)",340,"TISSUE SPECIFICITY: Present at high levels in ileum. In ileum, it is restricted to the apical domain on the mature villus enterocytes with little detectable expression in the goblet cells or crypt enterocytes (at protein level). Expressed in kidney but not in heart, brain, liver, spleen, embryo, lung, thymus, ovary nor testis. {ECO:0000269|PubMed:15563450, ECO:0000269|PubMed:16317684}.","INDUCTION: Positively regulated via the bile acid-activated nuclear receptor farnesoid X receptor (NR1H4/FXR). Up-regulated in mice lacking Mrp4, but it is unable to compensate for the absence of Mrp4. {ECO:0000269|PubMed:16357058, ECO:0000269|PubMed:16628672}.","","LOC105342432"
"521","lcl|NW_011934601.1_cds_XP_019928729.1_271",10,"A2AVA0",95,"SVEP1_MOUSE","reviewed","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)","Svep1","Mus musculus (Mouse)",3567,"TISSUE SPECIFICITY: Present in stromal osteogenic cells. Expressed at much higher level in stromal osteogenic cells at low density compared to cells grown at higher densities (at protein level). Highly expressed in lung and placenta. Also expressed in bone and periosteum, but not in cartilage and skeletal muscle. Weakly or not expressed in other tissues. {ECO:0000269|PubMed:11062057, ECO:0000269|PubMed:16206243}.","","DEVELOPMENTAL STAGE: Expressed from 11 dpc to 17 dpc in embryos. {ECO:0000269|PubMed:11062057}.","LOC109620529"
