"","X.x","Entry","X.y","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"231","LOC105339015","LOC105339015",12,0.227526726513745,0.780287016761715,0.537391304347826,0.423391157752114,0.252562622367844,1.72702662124895e-107,9.3196919183754e-102,"protocadherin-1"
"232","LOC105339039","LOC105339039",17,0.0735915216899831,3.07189631859922,0.88659793814433,0.0830043907433531,0.00073332106703337,0.49702000957601,1,"small ubiquitin-related modifier 2"
"233","LOC105339039","LOC105339039",18,0.0958405102916316,3.95769224921764,0.947368421052632,0.101164983085611,0.0225037472809108,0.00751735683128826,1,"small ubiquitin-related modifier 2"
"234","LOC105339094","LOC105339094",7,0.218171577577475,0.958617702809292,0.888945491594498,0.245427396438157,0.395432978012402,1.3820075476206e-296,7.45783788982887e-291,"uncharacterized protein C7orf57"
"235","LOC105339310","LOC105339310",7,0.256769421808127,0.876278867030321,0.867040244523688,0.296144756174708,0.475683940002298,0,0,"sperm flagellar protein 1"
"236","LOC105339321","LOC105339321",9,0.150924447326816,0.72276707227228,0.573741007194245,0.263053268695015,0.184763768480143,1.04285794856086e-108,5.62765777645485e-103,"T-box transcription factor TBX20"
"237","LOC105339352","LOC105339352",9,0.181583108080752,0.503950336112141,0.51978417266187,0.349343280598262,0.220200988865674,2.10624980352096e-129,1.13661243147244e-123,"zinc finger protein ZIC 4"
"238","LOC105339354","LOC105339354",9,0.246685577109475,1.50167691433218,0.780575539568345,0.316030370674811,0.340454458344367,3.84965873313029e-200,2.07742213942896e-194,"zinc finger protein ZIC 4"
"239","LOC105339511","LOC105339511",12,0.141112417668338,6.84318465942307,0.994782608695652,0.141852517761004,0.326081244378693,1.46284144203465e-138,7.89404830096696e-133,"abnormal spindle-like microcephaly-associated protein homolog"
"24","LOC105341425","LOC105341425",7,0.215835491820571,1.60761755077517,0.93937850229241,0.229764137984696,0.431581034528732,4.94065645841247e-324,2.66616596990479e-318,"dynein intermediate chain 2"
"240","LOC105339662","LOC105339662",15,0.437894869832597,3.72874648922037,0.877906976744186,0.498794156365608,0.546384001587163,2.91542302001537e-174,1.57327304767505e-168,"brachyury protein"
"241","LOC105339650","LOC105339650",11,0.152289833300451,9.33027341950463,0.96551724137931,0.157728755918324,0.158301060957358,3.16261742181736e-79,1.70666854027468e-73,"golgin subfamily A member 6-like protein 22"
"242","LOC105339650","LOC105339650",2,0.0903404279390134,5.47145098129826,0.863397129186603,0.10463369043643,0.0146990243925569,1.18594182091691e-15,6.3997927235596e-10,"golgin subfamily A member 6-like protein 22"
"243","LOC105339683","LOC105339683",1,0.0957531544339063,9.76296064143774,0.996544574982723,0.0960851695324982,0.150752814487491,2.61836331435146e-148,1.41296834222999e-142,"caveolin-1"
"244","LOC105339683","LOC105339683",13,0.226998041679637,30.0264123425293,1,0.226998041679637,0.466689386197991,4.33880476049047e-163,2.34138392334156e-157,"caveolin-1"
"245","LOC105339683","LOC105339683",17,0.0883361429559225,8.88304294085152,0.989690721649485,0.0892563111117134,0.0524108742583757,9.26937004330214e-09,0.00500210431142748,"caveolin-1"
"246","LOC105339683","LOC105339683",18,0.0931845451625917,9.71316371346478,0.973684210526316,0.0957030463832023,0.0409950361312167,0.000308604375473553,1,"caveolin-1"
"247","LOC105339683","LOC105339683",2,0.0819863864728546,8.05351560450449,0.991866028708134,0.0826587302114163,0.0666246814784516,2.07904866559421e-65,1.12193366380393e-59,"caveolin-1"
"248","LOC105339683","LOC105339683",3,0.0759804036287456,7.36766182232696,0.985817838008194,0.0770734720952717,0.0366555170666701,1.12590356271252e-33,6.07580346775058e-28,"caveolin-1"
"249","LOC105339827","LOC105339827",4,0.167504449770216,1.48754829743254,0.58316430020284,0.2872337173451,0.14825972215542,1.21529015661818e-128,6.55816749537123e-123,"dynein heavy chain 7"
"25","LOC105342035","LOC105342035",16,0.254028395215282,5.92170743048406,0.471698113207547,0.538540197856397,0.266973164285036,6.98445134852741e-41,3.76907535681664e-35,"uncharacterized LOC105342035"
"250","LOC105340112","LOC105340112",16,0.404412061013739,2.25298588842246,0.575471698113208,0.70274882733535,0.387926971643485,1.09961054972876e-58,5.93391637834527e-53,"cofilin"
"251","LOC105340116","LOC105340116",4,0.226473568891939,1.68178713091159,0.605476673427992,0.374041773747826,0.224224270941048,1.38700052830434e-194,7.48478191093098e-189,"sodium/calcium exchanger 2"
"252","LOC105340130","LOC105340130",15,0.251050306488072,2.14904315448829,0.816860465116279,0.307335606519205,0.302102055874085,1.29145723365476e-96,6.96919398654987e-91,"serologically defined colon cancer antigen 8 homolog"
"253","LOC105340171","LOC105340171",11,0.153721532654012,1.13042648887146,0.681992337164751,0.225400674284816,0.184810822280576,2.82493089405666e-92,1.52444005780695e-86,"uncharacterized LOC105340171"
"254","LOC105340424","LOC105340424",10,0.116918099285168,3.02032077064875,0.926860025220681,0.126144289432841,0.123116269184323,2.54397930118193e-62,1.37282790213121e-56,"S-adenosylmethionine synthase"
"255","LOC105340424","LOC105340424",6,0.102324744763803,2.5433227475007,0.926249393498302,0.110472131460555,0.0898169013228915,7.30846847639381e-69,3.9439273116642e-63,"S-adenosylmethionine synthase"
"256","LOC105340465","LOC105340465",19,0.439523985366579,5.9126600773368,0.580645161290323,0.756957974797998,0.384664660533815,1.33159711834435e-24,7.18580405749111e-19,"growth arrest and DNA damage-inducible protein GADD45 alpha"
"257","LOC105340469","LOC105340469",16,0.588416823659387,8.31689476535194,0.69811320754717,0.842867341998582,0.53077965469973,9.40380841764858e-80,5.07465236688305e-74,"actin"
"258","LOC105340519","LOC105340519",9,0.253394945100792,6.53924639057026,0.821043165467626,0.308625606738314,0.238206890073978,6.06387969088321e-140,3.27229990862884e-134,"uncharacterized LOC105340519"
"259","LOC105340727","LOC105340727",12,0.182177877265809,3.29679175520078,0.932173913043478,0.195433357141493,0.281086827047041,1.58306336129963e-119,8.54281146165011e-114,"transcription factor SOX-11"
"26","LOC105342044","LOC105342044",14,0.333435331697266,1.96695421736314,0.454081632653061,0.734307022614204,0.265978457119666,8.1741828366356e-92,4.41109967759636e-86,"homeobox protein not2"
"260","LOC105340731","LOC105340731",19,0.460152338409272,2.82584658047963,0.548387096774194,0.839101322981614,0.410398617162789,3.84168234294398e-26,2.0731177761816e-20,"vitellogenin-6"
"261","LOC105340983","LOC105340983",13,0.332776014216041,5.94139084736887,0.870967741935484,0.38207616447027,0.425157780084616,1.41323231265754e-148,7.62633858737889e-143,"cholesterol 7-desaturase"
"262","LOC105341060","LOC105341060",16,0.277202938026803,1.19696492007859,0.311320754716981,0.890409437298216,0.218934364916261,8.14065991914253e-34,4.39300943744623e-28,"uncharacterized LOC105341060"
"263","LOC105341070","LOC105341070",6,0.0950284408211888,4.58008538457615,0.980591945657448,0.0969092610254676,0.0516690400972991,2.7865843048265e-40,1.50374678108796e-34,"DNA topoisomerase I"
"264","LOC105341338","LOC105341338",10,0.107725752529859,0.596374120557615,0.533417402269861,0.201953952142266,0.122787192166596,3.69849429221665e-62,1.99584806286321e-56,"uncharacterized LOC105341338"
"265","LOC105341392","LOC105341392",8,0.11894449443496,0.881578428280121,0.466367713004484,0.255044444798039,0.114166253880591,2.6042566239815e-73,1.40535583605213e-67,"putative uncharacterized protein DDB_G0291608"
"266","LOC105341409","LOC105341409",6,0.0921947036206801,2.31026707012077,0.908782144590005,0.10144863009195,0.0540317463756974,4.74951077588041e-42,2.56301649607455e-36,"rac GTPase-activating protein 1"
"267","LOC105341416","LOC105341416",16,0.332830379464196,1.74220392251825,0.575471698113208,0.578360987265652,0.340469959318445,1.0696903688255e-51,5.77245571252257e-46,"cystatin-A2"
"268","LOC105341712","LOC105341712",10,0.107216280378405,0.636920601900639,0.552332912988651,0.19411532041113,0.13564204907836,1.65017028997478e-68,8.9049459494141e-63,"hypothetical protein"
"269","LOC105342093","LOC105342093",16,0.321671250107562,4.97287504100428,0.349056603773585,0.921544662470312,0.255059344571415,3.9508590787594e-39,2.13203369154356e-33,"zinc metalloproteinase nas-13"
"27","LOC105342756","LOC105342756",2,0.0779700627425847,2.64317573519638,0.708612440191388,0.110032026422689,0.00225724722953479,0.00171430659305221,1,"coiled-coil domain-containing protein 47"
"270","LOC105342186","LOC105342186",19,0.319654158000222,7.1487433963642,0.67741935483871,0.471870423714613,0.31150256041117,3.20366117683372e-20,1.7288173101442e-14,"apolipophorins-like"
"271","LOC105342396","LOC105342396",8,0.328132158941117,4.44826415212559,0.917787742899851,0.357525104774604,0.473805910830736,8.10843650928859e-304,4.37562046099948e-298,"girdin"
"272","LOC105342681","LOC105342681",6,0.109155452208445,0.942872135514681,0.668607472100922,0.163257900581716,0.114917080238505,1.01810666780237e-87,5.49409045999538e-82,"1-phosphatidylinositol 4"
"273","LOC105342733","LOC105342733",13,0.213352368801141,5.06200133842912,0.923076923076923,0.231131732867903,0.312504953350813,2.23082490444272e-109,1.20383788978366e-103,"hypothetical protein"
"274","LOC105342967","LOC105342967",13,0.217436005760357,2.41060789993439,0.761786600496278,0.285429023848287,0.262078740471051,6.58685860110634e-92,3.55451920178382e-86,"glycoprotein 3-alpha-L-fucosyltransferase A-like"
"275","LOC105343071","LOC105343071",1,0.105195799325514,5.02011091010456,0.949781156415572,0.110757934725214,0.0671634542680064,1.08423085873971e-66,5.85092172148578e-61,"tubulin beta chain"
"276","LOC105343071","LOC105343071",17,0.093428920172123,4.57036960304827,0.907216494845361,0.102984150644272,0.0306702182254385,1.11721657175662e-05,1,"tubulin beta chain"
"277","LOC105343071","LOC105343071",18,0.10375365965591,4.94762736689643,0.947368421052632,0.109517751859016,0.0497670461038379,7.0265547436841e-05,1,"tubulin beta chain"
"278","LOC105343071","LOC105343071",2,0.088576743224213,4.21478653227602,0.916028708133971,0.0966964707958241,0.0227515005603263,2.20158780217276e-23,1.1880604383889e-17,"tubulin beta chain"
"279","LOC105343071","LOC105343071",3,0.0826698252918229,3.9209944127383,0.90450677592184,0.0913976848958028,0.0138593066082409,1.07986595874116e-13,5.82736706243164e-08,"tubulin beta chain"
"28","LOC105343813","LOC105343813",17,0.0762137871454382,2.36779938186403,0.742268041237113,0.102676907682049,0.00497187721729021,0.0769722580522174,1,"dynein light chain 4"
"280","LOC105343076","LOC105343076",9,0.146868249708186,1.287785667022,0.843525179856115,0.174112466605014,0.217207292229881,1.18670898930466e-127,6.40393265570387e-122,"tripartite motif-containing protein 3"
"281","LOC105343087","LOC105343087",7,0.223854828170902,1.83544818054105,0.946001018848701,0.236632755896328,0.445540904421752,0,0,"EF-hand domain-containing family member C2-like"
"282","LOC105343129","LOC105343129",14,0.239497119978158,5.5561585329654,0.974489795918367,0.24576667809277,0.42428138298218,5.99346881406569e-146,3.23430352388478e-140,"protein Wnt-4"
"283","LOC105343133","LOC105343133",15,0.357586524105347,1.30842699571189,0.738372093023256,0.484290410599367,0.427319161784531,2.68337147510237e-136,1.44804921608129e-130,"uncharacterized LOC105343133"
"284","LOC105343139","LOC105343139",8,0.123995114268474,1.51326808441733,0.642002989536622,0.193137907905958,0.0962593018703502,4.80747359023066e-62,2.59429543328489e-56,"ephrin type-B receptor 1-B"
"285","LOC105343248","LOC105343248",14,0.237024701253937,0.905673069950855,0.767857142857143,0.308683331865593,0.340187307402711,3.90229005709339e-117,2.10582400182976e-111,"BTB/POZ domain-containing protein kctd15"
"286","LOC105343336","LOC105343336",10,0.112036589836815,0.854134442568343,0.549810844892812,0.203772971882097,0.11185625596299,9.2161463031028e-57,4.97338275871379e-51,"uncharacterized LOC105343336"
"287","LOC105343324","LOC105343324",4,0.174413933851955,0.909813973512337,0.420216362407032,0.415057454814226,0.133965181706249,2.60797543550039e-116,1.40736264806256e-110,"dynein gamma chain"
"288","LOC105343388","LOC105343388",4,0.140589502400058,1.51452000932436,0.576402974983097,0.243908356656522,0.117701690184317,2.61956716281732e-102,1.41361798460841e-96,"doublecortin domain-containing protein 2"
"289","LOC105343430","LOC105343430",2,0.07563928492152,5.25894999887315,0.918421052631579,0.0823579606595347,0.000599539404749286,0.106104984290776,1,"protein PRRC2C"
"29","LOC105344562","LOC105344562",15,0.296764957600594,3.89714960529858,0.953488372093023,0.311241296995745,0.475710214251498,1.06425353908639e-151,5.743116513255e-146,"DEP domain-containing protein 7"
"290","LOC105343425","LOC105343425",6,0.121483788153434,0.598470343748484,0.504124211547792,0.240979872362104,0.138370455183431,2.20744304199451e-105,1.19122014829583e-99,"1-acyl-sn-glycerol-3-phosphate acyltransferase alpha"
"291","LOC105343715","LOC105343715",11,0.231187135988973,2.6539519777272,0.821200510855683,0.281523370885484,0.302899399920064,1.02974217843006e-150,5.55688009683643e-145,"sal-like protein 1"
"292","LOC105343715","LOC105343715",14,0.208821761414853,2.17484731954346,0.862244897959184,0.242183817972255,0.306327844826735,1.43396950894911e-105,7.7382443787028e-100,"sal-like protein 1"
"293","LOC105344150","LOC105344150",1,0.0887424113373391,15.7028827003785,1,0.0887424113373391,0.0274997068938144,3.0223396069179e-28,1.63096930079796e-22,"cytochrome c"
"294","LOC105344150","LOC105344150",17,0.0830131436404667,14.4204247127164,1,0.0830131436404667,0.00496027190701456,0.0773178466063048,1,"cytochrome c"
"295","LOC105344150","LOC105344150",2,0.0775670714872212,13.2395220668565,0.999282296650718,0.0776227816175687,0.000940825077278516,0.0429370114010779,1,"cytochrome c"
"296","LOC105344150","LOC105344150",3,0.0726553639792765,12.1837817232487,0.999369681689253,0.0727011888698342,0.013995452477974,8.19239808776437e-14,4.42092931928499e-08,"cytochrome c"
"297","LOC105344153","LOC105344153",1,0.0911612819647557,2.50586839850149,0.779774245565538,0.116907274744167,0.0363076193912963,8.86391380115494e-37,4.78330471582765e-31,"enkurin"
"298","LOC105344153","LOC105344153",18,0.086086220629909,2.29006877007338,0.789473684210526,0.109042546131218,0.0221970665504771,0.00793711536382612,1,"enkurin"
"299","LOC105344257","LOC105344257",15,0.310864634010169,0.693218064359591,0.523255813953488,0.594096856108322,0.298523760260748,1.744169661799e-95,9.41220227953887e-90,"cytosolic phospholipase A2"
"3","LOC105325769","LOC105325769",12,0.182398047688628,5.93822484614347,0.998260869565217,0.182715814322231,0.483798567808459,9.60285694237628e-206,5.18206651467005e-200,"disks large-associated protein 5"
"30","LOC105348069","LOC105348069",11,0.1853971531206,9.18602268485428,0.987228607918263,0.187795563898357,0.365699852549456,5.16655595509499e-182,2.78806992249555e-176,"transcription factor Sox-2"
"300","LOC105344310","LOC105344310",14,0.419601318747145,1.97161392154553,0.719387755102041,0.583275592017308,0.447099587771481,8.64190502956048e-154,4.66350034634196e-148,"LIM/homeobox protein Lhx5"
"301","LOC105344349","LOC105344349",15,0.282205304538969,0.35034938885588,0.40406976744186,0.698407372384212,0.248200890159238,1.32161061687655e-79,7.13191310070025e-74,"uncharacterized LOC105344349"
"302","LOC105344414","LOC105344414",7,0.217816829202876,0.656271327574888,0.835965359144167,0.260557242976993,0.385290406688691,7.57348163110999e-289,4.08693848044893e-283,"stabilizer of axonemal microtubules 2"
"303","LOC105344429","LOC105344429",14,0.314575585721388,0.686531800355256,0.586734693877551,0.536146215664279,0.338452014118808,1.52943749686621e-116,8.25342591933887e-111,"dual specificity protein phosphatase 4"
"304","LOC109620742","LOC109620742",8,0.236067355721141,1.1608594454234,0.518684603886398,0.455126976880239,0.228502433736248,1.13459393168419e-145,6.12270000106192e-140,"midasin-like"
"305","LOC105344648","LOC105344648",13,0.332582892431739,15.3552431366697,0.982630272952854,0.338461882954523,0.588228523787733,9.30887848544496e-206,5.02342456812855e-200,"elongation of very long chain fatty acids protein 4"
"306","LOC105344649","LOC105344649",13,0.243311134772127,2.55139558129078,0.734491315136476,0.331264822003944,0.276810495471123,5.24190906386933e-97,2.82873332340832e-91,"elongation of very long chain fatty acids protein 4"
"307","LOC105344955","LOC105344955",4,0.188185372809427,2.61258984030692,0.744421906693712,0.252793974918385,0.196717148207291,1.26325959883508e-170,6.81702883396167e-165,"glutamate-rich protein 3"
"308","LOC105345084","LOC105345084",13,0.210334783303287,1.91996566195309,0.610421836228288,0.344572836061889,0.227490082951383,5.97840335447111e-80,3.22617362940008e-74,"beta-1"
"309","LOC105345251","LOC105345251",9,0.165072577683677,1.73624998172628,0.847122302158273,0.194862745630838,0.237283963177567,2.1060296416032e-139,1.13649362373547e-133,"frizzled-5"
"31","LOC105348069","LOC105348069",14,0.197482002247091,9.95049414278506,0.989795918367347,0.199517899177474,0.412438959098174,6.97022664579743e-142,3.76139916668483e-136,"transcription factor Sox-2"
"310","LOC105345408","LOC105345408",9,0.155464502152177,1.23579556774576,0.684352517985611,0.227170205510145,0.173423282568061,4.23742889958674e-102,2.28667765651519e-96,"chromate reductase-like"
"311","LOC105345494","LOC105345494",8,0.133437639569769,1.34305323108108,0.556801195814649,0.239650418448793,0.125815886331566,1.19588572387257e-80,6.45345380259148e-75,"transducin-like enhancer protein 4"
"312","LOC105345498","LOC105345498",8,0.155761776318772,2.4410642348364,0.779521674140508,0.199817120531655,0.171352987513913,2.09771583711836e-109,1.13200717891088e-103,"semaphorin-1A"
"313","LOC105345643","LOC105345643",8,0.136067660866133,1.74234654279437,0.666666666666667,0.204101491299199,0.121389144860162,7.360203004019e-78,3.9718452286828e-72,"uncharacterized LOC105345643"
"314","LOC105345800","LOC105345800",15,0.398793207671778,0.951449455846787,0.665697674418605,0.599060539035335,0.443472209198612,1.95783237416004e-141,1.05652074672698e-135,"protein CBFA2T1"
"315","LOC105345817","LOC105345817",1,0.0898424046949712,3.69727277126348,0.888044229440221,0.10116884015068,0.0147222987191268,7.64309915786936e-16,4.12450674335431e-10,"heat shock factor-binding protein 1-like"
"316","LOC105345817","LOC105345817",17,0.0752302368268836,3.18610129508834,0.835051546391753,0.0900905305210828,0.00108005767226334,0.409789926859558,1,"heat shock factor-binding protein 1-like"
"317","LOC105345817","LOC105345817",18,0.0944724974853574,3.76330786826479,0.921052631578947,0.102570140126959,0.0231968462237945,0.006650251169848,1,"heat shock factor-binding protein 1-like"
"318","LOC105346085","LOC105346085",15,0.571194615333858,4.74706462539631,0.950581395348837,0.600889748241122,0.715347860869424,1.527305942848e-228,8.24192324386606e-223,"tumor necrosis factor receptor superfamily member 16"
"319","LOC105346274","LOC105346274",5,0.108781919310797,3.20193145143131,0.914261460101868,0.118983380638922,0.076357999850152,9.96297273186888e-62,5.37639867908026e-56,"uncharacterized LOC105346274"
"32","LOC105318939","LOC105318939",7,0.233901392739668,1.50480132216237,0.906265919510953,0.258093554776823,0.441448984916682,0,0,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B"
"320","LOC105346752","LOC105346752",12,0.175711287476051,0.595003224724291,0.603478260869565,0.29116423717213,0.242211184671942,3.98471198600484e-103,2.15030200670368e-97,"zinc finger protein 514-like"
"321","LOC105346912","LOC105346912",11,0.15063236996973,1.98411643455479,0.863346104725415,0.174475067583282,0.199163894539781,2.37578378950796e-99,1.2820632126025e-93,"GATA zinc finger domain-containing protein 14"
"322","LOC105346932","LOC105346932",13,0.205674766766639,1.46349562833336,0.637717121588089,0.3225172412722,0.249518900619132,1.45594921770164e-87,7.8568552394208e-82,"CMP-sialic acid transporter 1"
"323","LOC105346960","LOC105346960",14,0.253166459494784,2.77489161973857,0.915816326530612,0.276438028194862,0.392747004344725,3.96091266179518e-135,2.13745898698583e-129,"protein Wnt-4"
"324","LOC105346975","LOC105346975",17,0.0747404083782606,2.77628812298087,0.804123711340206,0.0929464052909138,0.003493480103047,0.138222681246459,1,"rab11 family-interacting protein 4A"
"325","LOC105346975","LOC105346975",6,0.119298816600687,4.02910694321999,0.961669092673459,0.124053915748746,0.113434709532619,1.32657892887557e-86,7.15872400020556e-81,"rab11 family-interacting protein 4A"
"326","LOC105347106","LOC105347106",5,0.124724909749825,2.4947794712029,0.856112054329372,0.145687599093003,0.111922405837993,8.11545880620187e-90,4.37940995926117e-84,"late histone H2B.L4"
"327","LOC105347335","LOC105347335",18,0.0856019581551322,3.25886926058677,0.921052631578947,0.0929392688541435,0.0122630980319166,0.0484782543735863,1,"hyaluronan mediated motility receptor"
"328","LOC105347353","LOC105347353",10,0.109627836851287,0.266187714464707,0.281210592686003,0.389842487098973,0.118062386348531,7.96167314998276e-60,4.2964213753104e-54,"hypothetical protein"
"329","LOC105347358","LOC105347358",5,0.113837548304264,2.56699263970784,0.878183361629881,0.129628450364836,0.0976520251368319,1.5580340121486e-78,8.40774358247845e-73,"activating transcription factor 7-interacting protein 1-like"
"33","LOC105319534","LOC105319534",13,0.468325354569702,4.40969439349837,0.80893300248139,0.578942079422055,0.503191746486674,7.14134940583841e-176,3.85374351066783e-170,"uncharacterized LOC105319534"
"330","LOC105347368","LOC105347368",9,0.154553219275042,1.7775412283529,0.87589928057554,0.176450903320171,0.243937319234121,2.65724939306786e-143,1.43395274797635e-137,"zinc finger protein 27"
"331","LOC105347548","LOC105347548",16,0.297974621296564,0.794303849890121,0.367924528301887,0.809879739934251,0.26546135724296,1.16554255202555e-40,6.28971051689965e-35,"homeobox protein Nkx-2.5"
"332","LOC105347565","LOC105347565",9,0.171083738371931,1.51950762496743,0.850719424460432,0.201104774914997,0.271689621909399,1.36345919447212e-159,7.35774392786546e-154,"nuclear distribution protein nudE homolog 1"
"333","LOC105347625","LOC105347625",12,0.385746044869486,4.40434668240001,0.932173913043478,0.413813387686482,0.564571823564167,1.93460374487496e-240,1.04398569567683e-234,"paired box protein Pax-6"
"334","LOC105347801","LOC105347801",8,0.125243226111738,1.14450454063611,0.543348281016443,0.230502663737972,0.122053566213424,2.80748638355546e-78,1.5150263370491e-72,"dixin"
"335","LOC105347806","LOC105347806",15,0.328677926426504,1.22090435863345,0.828488372093023,0.396720023476201,0.478002311850738,1.97964998648348e-152,1.06829435940597e-146,"leucine-rich repeat-containing protein 15"
"336","LOC105347974","LOC105347974",6,0.09470677189037,1.45480501563228,0.809315866084425,0.117020777497633,0.0763307004699215,9.47906733472191e-59,5.11526493837466e-53,"G2/mitotic-specific cyclin-B3"
"337","LOC105348068","LOC105348068",19,0.261899115524538,1.48230925036293,0.483870967741935,0.541258172084045,0.242108955761422,4.66727993668713e-16,2.51864161047397e-10,"filamin-A"
"338","LOC105348083","LOC105348083",10,0.113355409600264,6.44620855601977,0.986128625472888,0.114949923034539,0.128584101110845,5.06808481900838e-65,2.73493115556004e-59,"MAP kinase-interacting serine/threonine-protein kinase 1"
"339","LOC105348083","LOC105348083",2,0.08325212671603,4.74516245552697,0.9188995215311,0.0905998150671714,0.0033372321406452,0.000137321772122136,1,"MAP kinase-interacting serine/threonine-protein kinase 1"
"34","LOC105321348","LOC105321348",3,0.0808652915882084,2.84937961982739,0.811534825086669,0.0996448816347127,0.0049465406206732,9.08736246751192e-06,1,"heterogeneous nuclear ribonucleoprotein U-like protein 1"
"340","LOC105348083","LOC105348083",6,0.111657290846784,6.28319649063648,0.990781174187288,0.112696217647024,0.131304278424892,4.68367175602924e-100,2.52748725908011e-94,"MAP kinase-interacting serine/threonine-protein kinase 1"
"341","LOC105348169","LOC105348169",7,0.231668217973307,1.32450463735929,0.930718288334182,0.248913361730488,0.464227958626508,0,0,"adenylate kinase 7"
"342","LOC105348211","LOC105348211",19,0.319415262730834,0.624476705680495,0.387096774193548,0.825156095387989,0.276997428663896,3.75474377928636e-18,2.02620242356653e-12,"limbic system-associated membrane protein-like"
"343","Hmgb1","Hmgb1",18,0.0919631255024263,3.43215232856729,0.921052631578947,0.09984567911692,0.0155753756713401,0.0261659741853979,1,"high mobility group box 1"
"344","Hmgb1","Hmgb1",6,0.103830778204129,3.75437903512542,0.969917515769044,0.107051142510611,0.0788680893291452,1.18828000177976e-60,6.41241043600426e-55,"high mobility group box 1"
"345","LOC105348488","LOC105348488",1,0.0900999326880145,3.20357613946424,0.852798894263994,0.105652028038539,0.0322105408381919,8.24529796433736e-33,4.44947610287909e-27,"calcyphosin-like protein"
"346","LOC105348488","LOC105348488",18,0.0994327611335344,3.41957694049195,0.894736842105263,0.111130733031597,0.0357686154266538,0.000751437236035139,1,"calcyphosin-like protein"
"347","LOC105348543","LOC105348543",16,0.248837318032309,7.63575196841267,0.688679245283019,0.361325420704448,0.286511824650842,9.32644599145216e-44,5.03290466193526e-38,"perilipin-2"
"348","LOC105348543","LOC105348543",19,0.292806894283673,9.05184009190467,0.709677419354839,0.412591532854266,0.258084134616792,5.12437119888354e-17,2.76530542502311e-11,"perilipin-2"
"349","LOC105348555","LOC105348555",14,0.397323942376158,2.67859418160892,0.933673469387755,0.425549140468453,0.550107139774466,2.60427502080875e-189,1.40536576367919e-183,"transcription factor HES-1-B"
"35","LOC105321449","LOC105321449",11,0.214392226634089,1.26242041878822,0.787994891443167,0.272073117430295,0.312145881068974,2.59563549133724e-155,1.40070354527424e-149,"ADAM family mig-17-like"
"350","LOC105348583","LOC105348583",10,0.146432342532926,1.42844428704852,0.766708701134931,0.190988236231267,0.188911282917489,7.01814027345971e-95,3.78725518088925e-89,"histone-lysine N-methyltransferase"
"351","LOC105348692","LOC105348692",9,0.194636672993141,1.72767817742668,0.809352517985611,0.240484422631525,0.269067791563336,4.73592052235572e-158,2.55568267884299e-152,"four-jointed box protein 1"
"352","LOC105348737","LOC105348737",15,0.666603922113183,3.89213093160254,0.936046511627907,0.712148289462531,0.78222162047818,3.67253030310531e-250,1.98183690770714e-244,"POU domain"
"353","LOC105348851","LOC105348851",5,0.138143234001454,1.33737654865308,0.713497453310696,0.193614193520182,0.154093110030365,2.86573779886313e-123,1.5464610143029e-117,"uncharacterized LOC105348851"
"354","LOC105349033","LOC105349033",12,0.145021832409149,1.48207220004174,0.91304347826087,0.158833435495735,0.227841357996344,4.49310724160199e-97,2.42465140564361e-91,"homeobox protein 2"
"355","LOC105349033","LOC105349033",5,0.119394690903096,1.50884836700704,0.74151103565365,0.161015393112589,0.124259196240071,1.3815105458549e-99,7.45515587944047e-94,"homeobox protein 2"
"356","LOC105349121","LOC105349121",14,0.207779870696772,10.086335321937,1,0.207779870696772,0.490091662007726,1.36840512808129e-168,7.38443406507529e-163,"restin homolog"
"357","LOC105349193","LOC105349193",16,0.47731286014247,3.13594751489795,0.566037735849057,0.84325271958503,0.420401493483901,1.80521390670547e-63,9.74162022186724e-58,"uncharacterized LOC105349193"
"358","LOC105349226","LOC105349226",1,0.0805848408409817,4.1401792116384,0.905782077862244,0.0889671399009923,0.00139948790174641,0.0130056810134704,1,"casein kinase I"
"359","LOC105349226","LOC105349226",2,0.073985092014918,3.82034575535562,0.885645933014354,0.0835380023291078,7.42497858407606e-05,0.569582487110057,1,"casein kinase I"
"36","LOC105321439","LOC105321439",11,0.20803759005877,0.425243976078503,0.499361430395913,0.416607245565261,0.247666556100739,2.57884902189804e-123,1.39164492847901e-117,"tubulin polymerization-promoting protein family member 3-like"
"360","LOC105317174","LOC105317174",17,0.0794224197722997,8.41297097056959,0.989690721649485,0.0802497366449278,0.000602963543472023,0.537982381852289,1,"G2/mitotic-specific cyclin-B"
"361","LOC105317174","LOC105317174",2,0.0737727518243759,7.76694767808127,0.978947368421053,0.075359262616298,0.000100089244948288,0.509097517715162,1,"G2/mitotic-specific cyclin-B"
"362","LOC105317174","LOC105317174",5,0.122921237458296,14.5779594767292,0.998726655348047,0.123077958118038,0.26400509136664,2.69314373803032e-211,1.45332270050321e-205,"G2/mitotic-specific cyclin-B"
"363","LOC105317175","LOC105317175",14,0.237379804539649,1.12512401025061,0.428571428571429,0.553886210592514,0.219753887003492,4.34758371118761e-76,2.34612137873786e-70,"uncharacterized LOC105317175"
"364","LOC105317254","LOC105317254",12,0.271526624794894,0.605112816512318,0.56,0.484868972848026,0.296082236283977,7.28078406081495e-126,3.92898774901006e-120,"uncharacterized LOC105317254"
